word,phonetic,translation,part_of_speech
trench,,n. 沟，壕沟  v. 挖沟,n
holistically,,ad. 整体地，全盘地,ad
urbanization,,n. 城市化，都市化,n
insularity,,n. 岛国（状态）；与外界隔绝的生活状况；（思想、观点等的）褊狭,n
permeate,,v. 扩散，弥漫；渗透，渗入,v
repack,,vt. 重新包装；重新填塞；再装配；拆修,v
disruptive,,a. 制造混乱的；分裂性的；破坏性的,a
clinical,,a. 临床的；冷静客观的；简朴的，不装饰的,a
momentum,,n. 动力，冲力，势头；动量,n
disempower,,vt. 使失去权力或影响,v
depletion,,n. 消减，消耗,n
authenticate,,vt. 鉴别，证明,v
anatomy,,n. 解剖（学）；解剖结构,n
confidence,,n. 信任；信心,n
chemical,,a. 化学的  n. 化学制品,a
literal,,a. 照字面的；逐字的,a
comprehensive,,a. 全面的，广泛的；综合的；包容的,a
glue,,n. 胶水  vt. 胶合，张贴,n
bureau,,n. 办公室；机构；局；处；所,n
marsupial,,n./a. 有袋动物（的）,n
commencement,,n. 开始，开端；毕业典礼,n
observe,,v. 察觉；观察；遵守,v
brood,,v. 深思；孵蛋  n. （雏鸡等）一窝,v
interdependent,,a. 互相依赖的，互助的,a
prominent,,a. 突出的；著名的；显著的,a
conventional,,a. 普通的，习惯的；常规的，因循守旧的，传统的,a
productivity,,n. 生产力；生产率,n
viscous,,a. 黏滞的，黏性的,a
murder,,n./v. 谋杀，凶杀,n
transform,,v. 使改观，改革，改善；变换，把……转换成,v
strategist,,n. 战略家,n
indulge,,v. 沉溺于，纵情于；满足（欲望、兴趣等）；放纵，听任,v
personality,,n. 人格；个性；名人，人物,n
definition,,n. 定义，释义；清晰（度）,n
host,,n. 主人；东道主；主办方；大量，许多  v. 主办；招待,n
feminism,,n. 男女平等主义；女权主义；女权运动,n
abate,,v. 减轻；降价,v
expectation,,n. 期待，预期； [pl.] 前程，成功的前景,n
excessive,,a. 过多的，极度的，过分的,a
brilliant,,a. 光辉灿烂的；卓越的，有才华的,a
hall,,n. 门厅；礼堂,n
seminar,,n. （大学的）研究班，研讨会,n
charcoal,,n. 炭，木炭,n
navigable,,a. 可通航的；适于航行的,a
foul,,a. 发臭的；肮脏的；邪恶的  n. 犯规,a
contemplate,,v. 思量，深思；注视，凝视；打算，预期,v
budget,,n. 预算，预算经费  v. 做预算,n
flee,,v. 逃走；逃避,v
worthwhile,,a. 值得花费时间（或金钱）的，值得做的,a
clamp,,v. （用夹具等）夹紧  n. 夹钳,v
convenience,,n. 方便；便利设施,n
fountain,,n. 喷泉,n
migrant,,n. 移居者，移民；迁移动物，候鸟,n
specify,,v. 指定；详细说明,v
deviance,,n. 异常；偏常行为,n
estimate,,v. 估计，估量；估价；评价  /ˈestɪmət/ n. 估计，估量；估价；评价,v
livelihood,,n. 生活，生计,n
manufacture,,vt. 大量制造，成批生产  n. 大量制造；工业品,v
censure,,vt./n. 指责，谴责，责难,v
voltage,,n. 电压,n
logic,,n. 逻辑；逻辑学,n
metro,,n. 地下铁路,n
enroll,,v. 入学，登记；加入；招收,v
civilization,,n. 文明（社会），文化,n
compendium,,n. 简要，概略,n
embark,,v. （使）上船或飞机；（使）从事,v
deserve,,v. 应得；值得,v
eject,,v. 弹出；喷出；驱逐，逐出,v
verification,,n. 确认,n
autoimmune,,a. 自身免疫的,a
inheritance,,n. 遗传；继承，继承物；遗产，遗赠,n
relentless,,a. 无情的，残酷的,a
requisite,,a. （情况）需要的；（成功）必要的  n. 必需品；要素,a
dizziness,,n. 头昏眼花，眩晕,n
periphery,,n. 不重要的部分；外围,n
credential,,n. 证明书；（学历、资历）资格证书；证件,n
facsimile,,n. 复制品；副本,n
reel,,n. 卷轴，卷筒，卷盘，线轴  v. 摇摇晃晃地移动，蹒跚；眩晕，发昏；卷，绕,n
churn,,n. （制作黄油用的）搅乳器；  v. 用搅乳器搅拌；剧烈搅动；猛烈翻滚；反胃，恶心,n
nocturnal,,a. 夜晚的；夜晚发生的；夜晚活动的,a
obstruct,,v. 妨碍，阻止；阻塞；截断,v
prohibitive,,a. 禁止的，抑制的；令人望而却步的,a
navigation,,n. 航空，航海，航行；导航，领航,n
entwine,,vt. 使缠住，使盘绕,v
monumental,,a. 纪念碑的，纪念物的；不朽的，有重大意义的,a
reiterate,,vt. 重复，反复；反复地说，重申,v
jeopardise,,vt. 危害，使受危困,v
peripheral,,a. 外围的；次要的，附带的  n. 外围设备,a
elusive,,a. 难懂的，难捉摸的；易忘的,a
distinctive,,a. 出众的；有特色的,a
board,,n. 板；委员会,n
decompression,,n. 减压；减压室,n
prevalent,,a. 流行的，普遍的,a
twist,,v. 缠绕；捻；扭曲，弯曲  n. 弯曲,v
rent,,v. 租借；出租  n. 租金,v
eminent,,a. 杰出的，显赫的,a
crescent,,n. 新月，月牙；新月形（物）  a. 新月形的,n
sucker,,n. 吸盘；吸根，根出条,n
calm,,a. 镇静的；平静的  v. （使）平静，（使）镇静,a
scope,,n. 眼界，见识；（活动、影响等的）范围；（发挥能力等的）余地，机会,n
cooperate,,vi. 合作，协作,v
applaud,,v. （向……）鼓掌，喝彩；称赞,v
appraisal,,n. 评估，评价,n
allowance,,n. 津贴；允许，容忍,n
heir,,n. 继承人,n
exploit,,vt. 剥削；开发，开拓；利用  /ˈeksplɔɪt/ n. 英勇行为；业绩，功绩,v
domestic,,a. 本国的；家庭的；驯养的,a
unexpected,,a. 想不到的，意外的,a
counsel,,n. 律师，法律顾问；建议，忠告  v. 商议，劝告,n
sticky,,a. 黏性的；（天气）湿热的,a
competition,,n. 竞争；比赛,n
responsible,,a. 有责任感的；可靠的,a
critic,,n. 批评家；爱挑剔的人,n
extensive,,a. 广大的，广阔的；广泛的,a
corridor,,n. 过道，走廊,n
imagine,,v. 想象；猜想,v
interact,,vt. 相互作用；相互影响,v
starchy,,a. 含淀粉的,a
trivial,,a. 无价值的，琐屑的；平庸的，普通的,a
exorbitant,,a. 过分的，不合理的,a
large-scale,,a. 大规模的，大范围的,a
region,,n. 地区；范围,n
alternate,,v. （使）轮流，（使）交替  /ɔːlˈtɜːnət/ a. 轮流的；间隔的；交替的,v
steer,,v. 引导；驾驶,v
bargain,,vi. 讨价还价  n. 协议；交易；便宜货,v
infection,,n. 传染，感染，侵染，传播；传染病,n
conservative,,a. 保守的；传统的；守旧的  n. 保守的人,a
spin,,v. （使）旋转  n. 旋转,v
personnel,,n. 全体人员，员工,n
liver,,n. 生活者，居住者；肝脏,n
inflammable,,a. 易燃的；易怒的,a
disfigure,,vt. 使毁容，使变丑,v
surf,,v. 冲浪,v
swear,,v. 宣（誓）；诅咒,v
create,,vt. 创造，创作；产生,v
mime,,v. 模拟，模仿  n. 哑剧表演；哑剧演员,v
impose,,v. 把……强加于；征（税等）；处以（罚款、监禁等）,v
likelihood,,n. 可能；可能性,n
explode,,v. （使）爆炸；爆发；激增,v
spectacular,,a. 壮观的；令人惊叹的  n. 壮观的场面；精彩的表演,a
enormous,,a. 巨大的，庞大的，极大的,a
counterproductive,,a. 产生相反效果的，适得其反的,a
variant,,a. 不同的  n. 变量；变体,a
healing,,n. 康复，复原  a. 有治疗作用的,n
autocratic,,a. 独裁的，专制的,a
emulate,,vt. 与……竞争，赶上；仿真，模仿,v
disastrous,,a. 损失惨重的，灾难性的；极坏的,a
topple,,v. 倒塌，倒下；打倒，推翻,v
resilience,,n. 弹性，弹力；复原力；适应性；（指人）乐观的性情,n
collateral,,a. 并行的；间接的，附带的,a
colossal,,a. 巨大的，庞大的,a
tackle,,v. 对付，处理；向某人提起（问题或困难情况）；（足球等比赛中）抢截，抢球,v
coordinate,,v. 调整，协调  {kəuˈɔːdɪnət}  n. 同等者，同等物  a. 同等的，并列的,v
supplementary,,a. 增补的，补充的,a
scrutiny,,n. 详细检查，细看；监视,n
cognition,,n. 感知，认知；认识力,n
repel,,vt. 击退，驱逐；抵制，拒绝；使反感，使厌恶,v
domesticate,,vt. 驯养，教化；使喜爱家居生活,v
exhaustive,,a. 包揽无遗的，彻底的，详尽的,a
calibrate,,vt. 标定，划分；校准刻度,v
descend,,v. 下来，下降；遗传,v
frontier,,n. 边境，边界；开发地区的边缘地带； [常pl.] 前沿，新领域,n
fascinating,,a. 迷人的,a
stroke,,n. 击，打；（病）突然发作，中风；（体育中的）击球；笔触，一笔；（游泳或划船的）划，划法；一击；报时的钟声；抚摸  vt. 抚摸,n
solar,,a. 太阳的；（利用）太阳能的,a
sympathise,,vi. 同情；赞同,v
fusion,,n. 熔化，熔合；聚变,n
slash,,n. 砍痕，伤痕；斜线号  v. 砍；大幅度消减,n
diversity,,n. 多样性；差异,n
decline,,n./v. 下降，减少；衰退，衰落,n
crisis,,n. 危机；紧要关头，关键阶段,n
edible,,a. 可食用的,a
collaboration,,n. 合作，协作；勾结，通敌,n
decouple,,v. 减弱，减少,v
participant,,n. 参加者，参与者,n
weaken,,v. （使）变弱，（使）减弱,v
distract,,vt. 转移（注意力）；使分心,v
frown,,vi. （表示愤怒或烦心而）皱眉,v
skew,,vt. 使偏；曲解  a. 歪斜的,v
glove,,n. 手套,n
beehive,,n. 蜂窝；蜂箱,n
astray,,ad. 迷路地；误入歧途地,ad
theory,,n. 理论，原理；学说；意见，看法,n
weakness,,n. 虚弱；缺点；偏好，嗜好,n
portion,,n. 部分；一份  vt. 划分，分配,n
compound,,vt. 使恶化，加重；使化合，使合成  /ˈkɔmpaund/ n. 化合物，复合物；（有围墙或篱笆等的）楼群，大院  a. 复合的，化合的；综合的,v
span,,n. 跨距；一段时间  v. 横跨；持续,n
vacancy,,n. 空位，空房间；（职位的）空缺，空职；无主意，空虚，茫然若失,n
locality,,n. 位置；地区,n
circle,,n. 圆；圈，环状物；圈子，阶层；周期，循环  v. 圈出；盘旋，环绕……移动,n
accuracy,,n. 准确（性），精确（性）,n
tolerate,,vt. 容忍，宽容；容许，承认,v
afford,,v. 负担得起,v
excellent,,a. 极好的；杰出的,a
connect,,v. 连接，衔接；联合，关联；由……联想到；给……接通电话,v
cylinder,,n. 圆柱体；圆筒；汽缸,n
disadvantage,,n. 缺点，不利,n
participate,,vi. 参加，参与,v
principle,,n. 原则，原理；规范，准则；基本信念，信条,n
refreshment,,n. （精力的）恢复； [pl.] 茶点，点心，饮料,n
deteriorate,,v. 变坏，恶化；退化,v
scorching,,a. 酷热的；激烈的,a
meantime,,n. 其时  ad. 同时，当时,n
townscape,,n. 市镇风光,n
upper,,a. 上面的；地位较高的,a
innocent,,a. 清白的；无害的；天真的,a
emphasis,,n. 强调；重要性,n
approach,,v. 靠近，接近；来临  n. 靠近，接近；方法，途径,v
duration,,n. 持续，持续的时间，期间,n
primarily,,ad. 首先；主要地，首要地,ad
due,,a. 到期的，预期的；应有的，应得的；正当的,a
keen,,a. 热衷的，热心的，渴望的；敏锐的，敏捷的；激烈的，紧张的；锋利的,a
worm,,n. 虫，蠕虫；蜗杆，螺纹,n
stiff,,a. 硬的，僵硬的  ad. 极其，非常,a
timber,,n. 木材，木料；栋木，大梁,n
profound,,a. 深切的，深远的；知识渊博的，见解深刻的，深奥的,a
journalist,,n. 新闻工作者，新闻记者,n
permission,,n. 允许，准许,n
labour,,n. 劳动；劳动力，工人  v. 劳动；努力,n
quota,,n. 定额，限额，配额,n
unconcerned,,a. 漠不关心的；不烦恼的,a
suspect,,v. 猜想，怀疑,v
deterioration,,n. 恶化；堕落,n
triple,,a. 三部分的；三倍的  v. （使）增至三倍,a
condemn,,vt. 声讨，极力谴责；给……判刑,v
transcend,,vt. 超越，胜过，优于,v
cumulative,,a. 积累的，渐增的,a
horizontal,,a. 地平线的，水平的,a
adobe,,n. 土坯，泥砖,n
certify,,vt. 证明，保证,v
arousal,,n. 唤起，激起,n
addiction,,n. 瘾；沉溺,n
allege,,vt. 断言，宣称,v
amphibious,,a. 两栖的；水陆两用的,a
ascend,,v. 攀登；上升，升高,v
assert,,v. 断言，声称；坚持,v
assure,,vt. 使确信，使确保；保证，向……保证,v
baffle,,vt. 使困惑，难倒  n. 挡板，隔板,v
bewilder,,vt. 使迷惑，使昏乱,v
biodiversity,,n. 生物多样性,n
bud,,n. 花蕾；叶芽  v. 发芽，萌芽,n
celestial,,a. 天体的，天上的,a
combination,,n. 结合（体），联合（体）；化合,n
impact,,n. 影响，作用；冲击,n
renew,,v. 重新开始；恢复；更换，更新；续借,v
bow,,v. 低下（头）；弯腰，鞠躬  /bəu/ n. 弓,v
defeat,,n./vt. 击败；挫败；战败,n
subsoil,,n. 底土，下层土,n
bin,,n. 大箱子；仓,n
evoke,,vt. 唤起,v
flutter,,v. 振（翅），拍打（翅膀）；飘动，晃动；（快速而不规则地）跳动,v
front-line,,a. 前线的；第一线的,a
desperate,,a. 绝望的；拼命的，不顾一切的；极度渴望的；危急的,a
wheelchair,,n. （病人等用的）轮椅,n
gear,,n. 齿轮，传动装置，（排）挡；（从事某项活动所需的）用具、设备、衣服等  vt. 调节，调整，使适应,n
band,,n. 乐队；群，伙；带，箍；条纹；波段，频带  vt. 用带绑扎,n
breed,,v. 饲养，养殖，繁殖；养育，培育；酿成，招致  n. 种，品种,v
intelligible,,a. 可理解的，明白易懂的，清楚的,a
essence,,n. 本质；精髓,n
predispose,,v. 事先（在某方面）影响某人；偏爱；（使）易受感染（或患病）,v
display,,vt./n. 陈列，展览；显示，表现,v
retire,,v. 退休；引退，退隐，撤退,v
enlarge,,v. 扩大，放大，扩充,v
occur,,vi. 发生；存在,v
relate,,v. 有关联；讲述，叙述,v
stark,,a. 光秃秃的，赤裸的；荒凉的；完全的,a
inform,,v. 通知；向……报告,v
halt,,v. 暂停；踌躇；停住  n. 暂停,v
nerve,,n. 神经；勇敢,n
deadline,,n. 最后期限,n
limb,,n. 肢，臂；树枝,n
sphere,,n. 球（体）；范围，领域,n
evolution,,n. 进展；进化,n
suitable,,a. 适当的，相配的；合适的，适宜的,a
beverage,,n. 饮料,n
influenza,,n. 流行性感冒,n
criminal,,a. 犯罪的；刑事的  n. 罪犯,a
undoubtedly,,ad. 毋庸置疑地，确凿地,ad
avalanche,,n./v. 雪崩,n
alienation,,n. 疏远；离间,n
accumulate,,v. 积累；堆积,v
transmit,,v. 传送；传染；发射,v
identification,,n. 身份证明；识别，鉴定,n
wander,,v. 徘徊，闲逛，漫步；偏离正道；走神，（神情）恍惚,v
classical,,a. 古典的；传统的；经典的,a
abuse,,n. 滥用，妄用；虐待，伤害；辱骂，毁谤  /əˈbjuːz/ v. 滥用，妄用；虐待，伤害；辱骂，毁谤,n
fake,,a. 假的  n. 假货；骗子  v. 伪装,a
incorporate,,vt. 把……合并，纳入；包含，吸收,v
trace,,vt. 追踪，追查；追溯；描摹，标出  n. 痕迹；微量,v
convey,,vt. 传送，运送；表达，传递,v
boundary,,n. 分界线；边界,n
frank,,a. 坦白的，直率的,a
bonus,,n. 资金，红利；好处,n
militant,,a. 好战的，好斗的；激进的  n. 好斗的人，激进分子,a
starve,,v. （使）挨饿；（使）饿死,v
refresh,,v. （使）复原，更新；（使）精神振作，（使）精力恢复,v
dystrophy,,n. 营养障碍；营养不良,n
conduce,,v. 有益于，有助于；导致,v
consulate,,n. 领事馆；领事职位，领事任期,n
contaminate,,n. 致污物，污染物,n
demerit,,n. 过失；缺点，短处,n
denomination,,n. 命名；（货币等的）单位；宗教派别,n
disturbance,,n. 扰乱，打扰；骚乱，混乱；心神不安，烦恼,n
enjoyable,,a. 令人愉快的，使人快乐的,a
expiry,,n. 满期，终结,n
fluctuation,,n. 波动，起伏；动摇,n
frequency,,n. 频繁；频率,n
hamlet,,n. 小村庄,n
hence,,ad. 因此，所以；今后，从此,ad
inadequate,,a. 不充分的；不适当的,a
keystone,,n. 拱顶石；（计划，论据等的）基础，主旨,n
manifest,,a. 明显的  vt. 表明，显示  n. 货物清单,a
marginally,,ad. 稍微，些微,ad
moderately,,ad. 适度地，不过分地，有节制地,ad
noticeable,,a. 显而易见的；明显的,a
optic,,a. 眼的，视觉的；光学的  n. 光学仪器,a
outweigh,,vt. 比……重；（在重要性、影响上）比……更重要；胜过，强于,v
long-term,,a. 长期的,a
adverse,,a. 不利的，有害的,a
finale,,n. （音乐的）终曲；终场,n
astonish,,vt. 使惊讶，使吃惊,v
charge,,n. 价钱，费用；管理；照管；掌管；控告，指控；电荷，电量  v. 索取（金额），要价；控告，指控；委以；指示；（使）充电,n
module,,n. 模块；模式；（航空器中的）舱；组件；单元,n
corps,,n. 部队；军团,n
petroleum,,n. 石油,n
magma,,n. 岩浆,n
stylish,,a. 时髦的；漂亮的,a
dump,,vt. 倾卸，倾倒  n. 垃圾场,v
debris,,n. 碎屑，残骸；[地质] 岩屑,n
irony,,n. 反话，讽刺；出人意料的事情,n
component,,n. 成分；零部件  a. 构成的，组成的,n
fieldwork,,n. 实地调查，野外考察,n
applicant,,n. 申请人,n
strap,,n. 带子  vt. 捆扎；（用绷带）包扎,n
fundamental,,a. 基础的，基本的  n. [pl.] 基本原理,a
conclusion,,n. 结论，推论；结束，结尾；[法] 缔结，认定,n
intensity,,n. 强烈，剧烈；强度,n
notable,,a. 值得注意的；显著的，杰出的，显赫的  n. 名人，要人,a
implement,,vt. 使生效，实施；贯彻，执行  /ˈɪmplɪmənt/ n. 工具,v
isle,,n. 小岛，岛,n
cervical,,a. 子宫颈；颈部的,a
plot,,n. 情节；阴谋；小块土地,n
acquaint,,vt. （使）认识；（使）熟悉,v
violence,,n. 暴力行为；激烈，猛烈,n
revolve,,v. （使）旋转,v
vegetarian,,n. 素食者  a. 素食者的,n
ratio,,n. 比，比率,n
scream,,v. 尖叫  n. 尖叫声,v
steep,,a. 陡峭的；（价格等）过高的；急剧的,a
interior,,a. 内部的，里面的  n. 内部；内地,a
analogous,,a. 类似的,a
cookery,,n. 烹调法,n
high-tech,,n. 高科技,n
aggressive,,a. 侵犯的，侵略的；挑衅的；有进取心的，有冲劲的,a
process,,n. 过程；步骤，程序  vt. 加工；处理；办理,n
hum,,n. 嗡嗡声，嘈杂声  vi. 哼曲子；发嗡嗡声,n
sinister,,a. 不吉祥的，凶兆的；险恶的，邪恶的,a
refinement,,n. 精巧的附件，精制的改良品；精炼；文雅,n
solidarity,,n. 团结，一致,n
outline,,n. 提纲；梗概；轮廓；草图  vt. 概述；列提纲,n
blank,,a. 空白的,a
photocopy,,v. 影印，复印  n. 影印本，复印本,v
accessory,,n. 附件，零件； [常pl.] （尤指女性的）服装搭配物，装饰品；[律] 同谋，帮凶,n
dean,,n. （基督教的）教长；（大学的）院长、系主任,n
compensate,,v. 补偿，赔偿；弥补,v
chest,,n. 胸；金库，资金,n
tanker,,n. 油轮；油罐车；加油飞机,n
capture,,vt. 捕获，俘获；夺取或赢得  n. 捕获；战利品,v
overestimate,,vt. 对……估计过高  {ˏəuvərˈestɪmət} n. 过高的估计,v
overview,,n. 综览，概述,n
pathway,,n. 路径，途径,n
perplex,,vt. 使困惑；使复杂化,v
recognition,,n. 识别；认出；承认，确认，认可；赏识，表彰,n
reconstruction,,n. 重建；再现,n
render,,vt. 使得，致使；给予，以……回报；提供；呈报，递交；表达；表演；翻译,v
renewal,,n. 更新，恢复；重新开始；重建；复兴；续期；重申,n
requisition,,n./vt. 正式要求；征用,n
reserved,,a. 说话不多的，内向的；有所保留的，预订的,a
resolve,,v. 解决，解答；决定，决意；分解，分析  n. 决心，决意,v
sack,,n. 麻袋，粗布袋；解雇；劫掠  vt. 解雇；劫掠,n
slide,,v. 滑动，下滑；（使）悄悄地移动  n. 滑动，下滑；滑坡，滑道，滑面；幻灯片；（土、泥等的）突然崩落,v
slump,,vi. 大幅度下降，暴跌；突然倒下，猛然落下  n. 萧条期；低潮状态,v
surface,,n. 表面；外表，外观  v. 浮出水面；浮现，显露；在……上加表面,n
tickle,,v. （使）发痒；使高兴，逗乐  n. 痒,v
transportation,,n. 运输，运输系统，运输工具,n
unanimous,,a. 一致同意的；一致通过的,a
underestimate,,vt. 低估  /ˏʌndərˈestɪmət/ n. 低估,v
understandable,,a. 可以理解的，能懂的；可同情的,a
transcribe,,vt. 抄写，誊写；打印；转录,v
differ,,vi. 不同，相异；（在意见方面）发生分歧,v
undertake,,v. 承担（某事物），负起（某事物的）责任；同意或答应做某事,v
plus,,prep. 加上；和，以及  n. 加号；正号  a. 比所示数量多的,p
recycle,,v. 回收利用,v
captive,,a. 被抓住的，被捕获的；受控制的；受垄断的  n. 被抓住的人或动物,a
unconquerable,,a. 不可征服的,a
respect,,vt. 尊敬  n. 尊敬；方面,v
neutral,,a. 中立的；无明显特性的,a
campus,,n. 校园,n
presentation,,n. 赠送；赠品，礼物；授予，提供；显示；引荐，介绍；报告；表演，上演,n
residence,,n. 住宅，住处；居住,n
mission,,n. 使命，任务；代表团，使团；传教，布道,n
content,,n. 内容；满意  /kənˈtent/ vt. 使满意  a. 满意的,n
emit,,vt. 发出（光、热、声音等），射出，散发，排放,v
pamphlet,,n. 小册子,n
assurance,,n. 信心；保证；保险,n
equipment,,n. 设备，装备,n
hamster,,n. 仓鼠,n
sensible,,a. 明智的；合情理的；能觉察到的,a
spacecraft,,n. 航天器，宇宙飞船,n
consequence,,n. [常pl.] 结果，影响；重要意义,n
efficient,,a. 有效的，效率高的；有能力的，能胜任的,a
current,,a. 流通的；流动的；现行的，当前的  n. （水、气等的）流动；电流；潮流,a
inversion,,n. 倒置，颠倒,n
elevate,,vt. 提升……的职位；举起；使更有修养,v
loan,,n./vt. 贷款，借,n
capable,,a. 有能力的；能够的,a
performance,,n. 演出，表演；履行，执行；功能，性能表现,n
handicapped,,a. 残废的，有生理缺陷的,a
insulate,,vt. 使绝缘，使隔热，使隔音；隔离；使隔绝（以免受到影响）,v
household,,n. 家庭，户，全家人  a. 家庭的，家用的，普通的；家喻户晓的,n
detrimental,,a. 不利的，有害的,a
decorate,,v. 装饰，装潢，布置；授勋,v
nationality,,n. 国籍；民族,n
fleet,,n. 舰队，船队  a. 快速的，敏捷的  v. 疾驰，飞逝，掠过,n
interfere,,vi. 干涉，干扰，妨碍,v
signal,,n. 信号；暗号；标志  v.（向……）发信号；标志着,n
rescue,,n./vt. 营救，救援,n
proof,,n. 证据，证明；校样，样张  a. 能防……的，耐……的,n
afflict,,vt. 使苦恼；折磨,v
log,,n. 原木；航海或飞行日志  vt. 记录,n
maritime,,n. 海的，海事的；海运的,n
formula,,n. 公式；配方；准则,n
therapy,,n. 治疗，疗法,n
concession,,n. 让步，迁就；特许权；承认，认可,n
whisper,,n./v. 低语,n
grant,,n. 授予物；补助金，助学金，津贴；授权  v. 同意，承认；给予，授予,n
relevant,,a. 有关的，相应的；适当的，中肯的；有重大意义的,a
unrealistic,,a. 不现实的，不切实际的,a
enfranchise,,vt. 给予……政治权利（尤指选举权）；解放（奴隶）,v
disregard,,vt. 不理会，漠视  n. 忽视，漠视,v
convert,,v. （使）改变信仰，皈依；（使）转变，（使）转化；改装,v
grasp,,vt. 抓紧；掌握，全面理解  n. 抓住；支配；理解,v
wealthy,,a. 富的，富裕的；充裕的,a
object,,n. 物体；对象；目标；宾语  /əbˈdʒekt/ v. 反对，不赞成,n
tariff,,n. 关税，税率；（旅馆、饭店等的）价目表,n
defendant,,n. 被告  a. 处于被告地位的；为自己辩护的,n
bankruptcy,,n. 破产；彻底失败,n
connection,,n. 连接；关系,n
airtight,,a. 密闭的；无懈可击的,a
unprejudiced,,a. 无偏见的；公正的,a
leather,,n. 皮革，皮革制品,n
unregistered,,a. 未注册的,a
versus,,prep. 与……相对，对抗,p
wretch,,n. 不幸的人,n
acceptable,,a. 可接受的,a
antique,,a. 古时的，古老的  n. 古物，古董,a
autobiography,,n. 自传,n
browse,,v. 吃嫩叶或草；浏览  n. 嫩叶，嫩芽；吃草；浏览,v
dot,,n. 点，小圆点  v. 打点于；散布于，点缀,n
emotional,,a. 感情（上）的，情绪（上）的；引起情感的，表示情感的；情绪激动的，易动感情的,a
extrovert,,n. 性格外向的人；爱交际的人,n
favourite,,a. 特别喜欢的，宠爱的  n. 特别喜欢的人或物；亲信,a
hang,,v. 悬挂，吊，垂下；吊死，绞死,v
harmony,,n. 相符，一致；和谐，融洽；[音] 和声,n
hospitable,,a. 好客的，殷勤的，热情友好的；（气候、环境）宜人的；（对新思想等）易接受的，开通的,a
inflate,,v. 使充气，使膨胀；使得意，使骄傲；抬高（物价），使（通货）膨胀,v
influential,,a. 有影响力的；有权势的,a
insane,,a. 蠢极的，荒唐的；（患）精神病的，精神失常的，疯狂的,a
inscribe,,v. （在某物上）写、题、铭刻；牢记，铭记,v
hostel,,n. （青年）招待所；学生宿舍,n
substance,,n. 物质；实质,n
refectory,,n. （学院）餐厅，食堂,n
fuse,,n. 保险丝  v. 因保险丝烧断而断电；熔合；熔化,n
contemporary,,a. 当代的；同时代的  n. 同代人,a
continuity,,n. 连续（性）；持续（性）,n
advantage,,n. 优点；优势,n
tube,,n. 管道，试管；<英> 地铁,n
beneficial,,a. 有利的，有益的,a
inhibit,,v. 抑制，约束；起抑制作用,v
damage,,n. 损害；[pl.] 损害赔偿（金）  vt. 损害,n
vibrate,,v. （使）颤动,v
inspire,,vt. 鼓舞，激起；给……以灵感,v
introvert,,n. 性格内向的人,n
pedestrian,,n. 行人  a. 徒步的；缺乏想象力的,n
punch,,v. 穿孔，打孔；重击，猛击  n. 猛击；冲床；穿孔机；力量；效力,v
rectangle,,n. 长方形，矩形,n
relative,,a. 相对的；比较的；有关的，相关的  n. 亲属，亲戚,a
sociable,,a. 友善的，友好的；好交际的，合群的,a
spacious,,a. 宽广的，宽敞的,a
religion,,n. 宗教；宗教信仰,n
demographic,,a. 人口统计学的；人口的,a
random,,a. 任意的，随机的，随意的  n. 随机，随意,a
repay,,v. 归还（款项）；报答,v
vacuum,,n. 真空； [pl.] 真空吸尘器  v. 用吸尘器清扫,n
firm,,n. 公司  a. 坚实的，稳固的，坚定的,n
digital,,a. 数码的，数字的,a
humour,,n. 幽默，幽默感,n
global,,a. 全球的，全世界的；整体的，全面的,a
cluster,,n. 串，束，群  v. 成群；群集,n
handout,,n. 传单，分发的印刷品；救济品,n
endure,,v. 忍受；持久，持续,v
helicopter,,n. 直升飞机,n
sprawl,,n. 四肢伸开的姿势或动作；（城市的）无计划发展  v. 伸开四肢坐、卧或倒下；杂乱无序地延伸,n
crowded,,a. 拥挤的；塞满的,a
knob,,n. 球形把手；（机器等）旋钮,n
ideal,,a. 理想的，完美的；理想主义的；空想的；唯心的  n. 理想；理想的东西（或人）,a
midst,,n. 中间,n
fluctuate,,v. （使）涨落，（使）起伏；（使）变化,v
neglect,,n./vt. 忽视；疏忽；遗漏,n
drought,,n. 干旱，旱灾,n
hug,,n./v. （热烈的/地）拥抱,n
variability,,n. 可变性，易变性,n
indication,,n. 指示，象征,n
insert,,v. 插入，嵌入,v
certificate,,n. 证书，执照,n
severe,,a. 严重的；严厉的；剧烈的,a
diameter,,n. 直径,n
gesture,,n. 姿势，姿态；手势  v. 做手势,n
disclose,,vt. 揭露；透露；公开,v
sheer,,a. 十足的；纯粹的；陡峭的,a
successive,,a. 连续的,a
balance,,n. 平衡；余额  vt. 平衡,n
adjust,,v. 校准；调节；使……适应,v
require,,vt. 需要；命令；规定，要求,v
fairly,,ad. 相当地；公平地；简直，完全地,ad
precise,,a. 精确的，准确的；严谨的,a
colour-blind,,a. 色盲的,a
trustworthy,,a. 值得信赖的，可靠的,a
vomit,,n. 呕吐，呕吐物；催吐剂  v. 呕吐，恶心；喷出,n
wrestle,,v. 摔跤；全力对付；用力移动,v
adolescence,,n. 青春，青春期,n
captivity,,n. 囚禁，拘留,n
commerce,,n. 贸易，商业；交往，交流,n
condensation,,n. 浓缩，凝结,n
facial,,a. 面部的；面部用的,a
herbal,,a. 草本植物的；药草（制）的  n. 草本植物志；药草书,a
