word,phonetic,translation,part_of_speech
dramatic,,引人注目的；激动人心的；突然的,adj
mosquito,,蚊子,n
guitar,,吉他；六弦琴,n
layout,,布局；安排；设计,n
artificial,,人工的；人为的；矫揉造作的；模拟的,adj
imaginary,,想象中的；假想的,adj
removal,,除去；消除；移动；搬迁,n
formula,,公式；方程式；原则；方案；配方,n
comment,,评论 n. 评论；意见；注释；闲话；议论,vi
revolt,,反叛；起义；反抗；违抗；厌恶；生反感 n. 反叛；起义,v
disgust,,n&vt. 厌恶；憎恶,
stem,,起源 n. 茎；干；词干 vt. 堵住；止住；停住,vi
sunshine,,日光；阳光,n
trend,,伸向；倾向 n. 倾向,vi
achievement,,完成；成就；成绩,n
mechanic,,技工；机修工；力学；机械学；过程；方法；技术性细节,n
desirable,,值得向往的；令人满意的,adj
balcony,,阳台；楼厅；楼座,n
consist,,由…组成；在于；一致,vi
preparation,,准备；预备；制剂,n
reliable,,可靠的；可信赖的,adj
relate,,有关；涉及；符合；相处 vt. 使有关联；讲述；叙述,vi
critic,,批评家；爱挑剔的人,n
elevator,,电梯；升降机,n
grammar,,语法；语法书,n
enable,,使能够；使可能,vt
preliminary,,预备的；初步的 n. 初步做法；起始行为,adj
dependent,,依靠的；依赖的；取决于…的,adj
obstacle,,障碍；障碍物；妨碍,n
profession,,职业；声明；表白,n
calculator,,计算器；计算者,n
van,,大篷车；运货车,n
biology,,生物学；生态学,n
worm,,虫；蠕虫,n
compress,,压紧；压缩,vt
arise,,出现；由…引起；起身；起床,vi
collaborative,,合作的；协作的；协力完成的,adj
cherish,,珍爱；怀有,vt
constitute,,组成；形成；设立；任命,vt
cattle,,牛；牲口；家畜,n
imagination,,想象；想象力；空想；想象出,n
resistance,,反抗；抵制；抵抗力；抵抗性；阻力；电阻,n
underneath,,在下面；在底下 prep. 在…下面；在…底下 n. 下部；底部,adv
nursery,,托儿所；保育室；苗圃,n
mate,,成为配偶；交配 n. 伙伴；同事；配偶；配对物；大副,v
convince,,使确信；使信服；说服,vt
emperor,,皇帝,n
prolong,,拉长；延长,vt
theory,,理论；原理；学说；意见；看法,n
distress,,忧虑；痛苦；悲伤；不幸,n
flock,,羊群；群；大量,n
internal,,内的；国内的；内心的,adj
extension,,延长部分；伸展；电话分机；分机号码,n
signature,,署名；签字；签名,n
steep,,险峻的；陡峭的；过高的；急剧的,adj
thumb,,示意要求搭车 n. 拇指,v
republican,,共和政体的；共和党的 n. 共和党人,adj
literary,,文学的；文人的；书卷气的,adj
architect,,建筑师；设计师；缔造者,n
forehead,,额头；前部,n
classical,,古典的；经典的,adj
privilege,,特权；优惠,n
foundation,,基础,n
substitute,,代替人；代用品 vt. 用…代替,n
punch,,猛击；穿孔 n. 猛击；冲床；穿孔机；力量；效力,vt
naturally,,当然；天然地；天生地,adv
flexibility,,灵活性；机动性；柔韧性,n
mysterious,,神秘的；诡秘的,adj
moreover,,而且；再者；此外,adv
identity,,身份；个性；特性；同一性；一致性,n
scatter,,撒；散播；散开；驱散,v
installation,,安装；装置；设施；就任；就职,n
writing,,书写；写；著作,n
federal,,联邦的；联盟的,adj
violate,,违反；违背；亵渎；侵犯；妨碍,vt
verify,,证实；查证；证明,vt
collective,,集体的；集合性的 n. 团体；集体,adj
excursion,,远足；短途旅行,n
steer,,掌舵；驾驶；操纵,v
event,,事件；大事；事变,n
academy,,研究会；学会；专门学校,n
undergo,,经历；经受；忍受；接受,vt
reward,,报答；奖赏；报酬；酬金 vt. 报答；酬谢；奖励,n
include,,包括；包含,vt
sympathize,,同情；怜悯；体谅；赞同,vi
alongside,,在旁边；沿着边；并排地 prep. 在…旁边；沿着…的边；和…在一起,adv
swallow,,燕子；吞；咽 vt. 吞；咽；轻信；轻易接受；承受；使不流露；咽下口水,n
agency,,经办；代理；代理处；专门行政部门,n
coupon,,礼券；优惠券；配给券；联票；票证,n
railroad,,铁路 vt. 由铁路运输,n
nucleus,,核心；核,n
fascinating,,迷人的；有极大吸引力的,adj
abstract,,抽象的；抽象派的 n. 摘要；梗概；抽象派艺术作品 vt. 做…的摘要；提取,adj
sting,,刺；蜇；叮 n. 刺伤处；蜇伤处,v
haste,,急速；急忙；草率,n
agenda,,议事日程,n
appearance,,出现；来到；外观,n
liquid,,液体的；清澈的；流畅的 n. 液体,adj
culture,,文化；文明；教养；培养；培养菌,n
sleeve,,袖子；袖套,n
devotion,,献身；奉献；忠实；热爱；虔诚,n
anonymous,,匿名的；无名的；无特色的,adj
stir,,搅动；拨动；激动；唤起 n. 搅拌；搅动；激动；骚乱,v
fisherman,,渔民；渔夫,n
span,,跨距；一段时间 vt. 持续；贯穿；包括；横跨；跨越,n
insult,,侮辱；凌辱 n. 侮辱；凌辱,vt
existence,,存在；实在；生存,n
craft,,工艺；手艺；船；航空器,n
butcher,,肉商；肉贩；屠夫 vt. 屠宰；残杀,n
poll,,民意测验；政治选举；大选 vt. 对…进行民意测验；获得,n
minority,,少数；少数民族,n
pole,,杆；极；磁极；电极,n
float,,浮动；漂浮；飘动,v
graceful,,优美的；优雅的；得体的,adj
fourfold,,四倍；四重 adj. 四倍的；四重的,adv
preferable,,更可取的；更好的；更合意的,adj
reference,,提到；论及；参考；引文；参考书目；证明书；证明人,n
frog,,蛙,n
spite,,恶意；怨恨 vt. 刁难；欺侮,n
chamber,,会议室；会所；房间；腔；室,n
arrange,,安排；准备；整理,v
coarse,,粗的；粗糙的；粗劣的；粗俗的,adj
nephew,,侄子；外甥,n
publicity,,公众的注意；名声；宣传；宣扬,n
depart,,离开；起程；出发,vi
exaggerate,,夸大；夸张,v
imply,,暗示；意指,vt
capture,,捕获；俘获；夺得,vt
commitment,,承诺；许诺；保证；信奉；献身；承担的义务,n
spade,,铲；铁锹,n
manufacture,,制造；加工 n. 制造；制造业,vt
sequence,,连续；接续；一连串；次序；顺序,n
collision,,碰撞；冲突；抵触,n
qualification,,资格；资格证明；合格证书；限制；限定,n
provision,,供应；准备；条款；规定；给养；口粮,n
recruit,,招募；吸收 n. 新兵；新成员,vt
thrust,,插；戳；刺 n. 戳；刺；要点；要旨；推力,vt
fame,,名声；名望,n
replacement,,代替；取代；更换；调换；替代的人,n
mud,,泥；泥浆,n
mug,,大杯 vt. 对…行凶抢劫,n
pond,,池塘,n
arrival,,到达；到来；到达者；到达物,n
scientific,,科学的,adj
frequent,,时常发生的；常见的 v. 常到；常去,adj
according,,相等的；一致的；依…而定的,adj
insure,,为…投保；确保,vt
powder,,粉；粉末,n
membership,,会员身份；会籍；全体会员；会员数,n
error,,错误；谬误；差错,n
platform,,平台；站台；讲台；纲领；宣言,n
network,,网状物；广播网；电视网；网络,n
jealous,,妒忌的；猜疑的；精心守护的,adj
rust,,生锈；氧化 n. 铁锈,v
trace,,痕迹；丝毫；少许 vt. 跟踪；追溯；描摹,n
negro,,黑人,n
modernization,,现代化,n
grave,,严重的；严肃的 n. 坟墓,adj
criminology,,犯罪学；刑事学,n
advantage,,优点；优势；好处,n
assistant,,助理的；辅助的 n. 助手；助理；助教,adj
inn,,小旅店；小酒店,n
instead,,作为替代；却；反而,adv
controversy,,争论；辩论,n
command,,命令；指挥；控制,vt
newsstand,,报摊；杂志摊,n
worthless,,无价值的；无用的,adj
performance,,演出；执行；完成；工作情况；表现；工作性能,n
dessert,,甜食；点心,n
ambassador,,大使；使节；派驻国际组织的代表,n
anticipate,,预料；预期；期望；先于…行动；提前使用,vt
variable,,易变的 n. 变量,adj
temple,,圣堂；神殿；庙宇,n
growth,,增长；增长量；生长；生长物,n
landscape,,风景；景色；风景画；全景 vt. 美化…的景观,n
weave,,织；编,v
carrot,,胡萝卜,n
normally,,通常；正常地,adv
exception,,例外；除外,n
vague,,模糊的；含糊的,adj
temporary,,暂时的；临时的,adj
fare,,进展 n. 车费；船费；票价,vi
desperate,,拼死的；不顾一切的；绝望的；极需要的,adj
leading,,指导的；带头的；最主要的；饰演主角的,adj
awful,,令人不愉快的；难过的；非常的；极大的,adj
accuracy,,准确；精确,n
handy,,手边的；便于使用的,adj
urge,,鼓励；推进；催促；竭力主张；强烈要求 n. 冲动；强烈的欲望,vt
resolution,,正式决定；决议；决心；决意；解决；解答；分辨率；清晰度,n
via,,经过；通过,prep
setting,,环境；背景；布景；调节；设定的位置,n
score,,得；给…打分；画线于；做记号于；赢得 n. 得分；比数；成绩；二十,v
quote,,引用；援引 n. 引文；引语；报价；牌价；引号,vt
graduate,,研究生的 v. 毕业 n. 毕业生；研究生,adj
famine,,饥荒；严重的缺乏,n
gramme,,gram的英式拼法,n
absent,,缺席的；不在场的；缺乏的；不存在的；心不在焉的,adj
rag,,破布；碎布；破旧衣服,n
visual,,看得见的 n. 视觉资料,adj
understanding,,体谅的；宽容的；通情达理的 n. 理解；理解力；谅解；协议；相互理解；融洽,adj
empire,,帝国,n
educate,,教育；培养；训练,vt
fairy,,小精灵；小仙子,n
ashamed,,惭愧的；羞耻的；害臊的,adj
instruct,,指示；命令；通知；教授；训练,vt
rat,,鼠,n
mayor,,市长,n
virtually,,实际上；事实上,adv
fairly,,相当；尚可；还；公平地,adv
handwriting,,笔迹；手迹；书法,n
merchant,,商人,n
raw,,自然状态的；未加工过的；生的；未经分析的；原始的；生疏无知的；未经训练的；露肉而刺痛的,adj
proportional,,比例的；成比例的,adj
economy,,经济；节约；节省,n
community,,社区；社会；公社；团体；界；群落,n
packet,,小包；小盒,n
version,,译本；说法；改写本,n
airport,,机场；航空港,n
courtyard,,庭院；院子,n
nationality,,国籍；民族,n
selection,,选择；挑选；被挑选出来的人；精选品；可供选择的东西,n
institute,,研究所；学院 vt. 建立；设立,n
aboard,,adv&prep. 在船上；上船,
endure,,忍受；容忍；持久；持续,v
detail,,细节；枝节；零件 vt. 详细说明,n
shortly,,立刻；不久；不耐烦地；简短地,adv
hobby,,业余爱好；癖好,n
appropriate,,适当的；恰当的,adj
providing,,倘若,conj
fate,,命运；天数,n
throat,,咽喉；喉咙；嗓音,n
utility,,效用；有用；实用；公用事业,n
immediately,,立即；马上；直接地；紧接地,adv
manual,,用手的；手工做的 n. 手册；指南,adj
measurement,,衡量；测量；尺寸；大小,n
optimistic,,乐观的；乐观主义的,adj
vocabulary,,词汇表；词汇；语汇,n
retire,,退休；退役；退下；退出；撤退；就寝,vi
aspect,,方面；朝向；方向；样子；外表,n
particle,,粒子；微粒；小品词；语助词,n
aggressive,,侵略的；好斗的；敢做敢为的；有进取心的,adj
behavior,,行为；举止；表现,n
musician,,音乐家；乐师,n
minimize,,将…减少；最小化,vt
descend,,下来；下降；下倾,vi
saint,,圣徒；圣人；道德高尚的人；[用于人名或地名等前]圣,n
density,,密集；稠密；密度,n
logical,,逻辑的；合乎常理的,adj
oblige,,迫使；施恩于；帮…的忙；使感激,vt
slam,,砰地关上；猛力拉；砰地放下；猛烈抨击 n. 砰的一声,v
characterize,,成为…的特征；以…为特征；描绘的特性；描述,vt
swing,,摇摆；回转；突然转向 n. 摇摆；秋千,v
ridiculous,,荒谬的；可笑的,adj
handbag,,手提包,n
invasion,,入侵；侵略；侵犯,n
spin,,旋转；晕眩；纺；织；绞干；甩干 n. 旋转；自转,v
severe,,严重的；严厉的；严格的；严峻的；艰难的；朴素的；不加装饰的,adj
emerge,,出现；涌现；冒出,vi
shallow,,浅的；浅薄的 n. 浅滩；浅水处,adj
lease,,租约；租契 vt. 出租；租得；租有,n
exploit,,剥削；利用；开拓 n. 业绩；功绩,vt
slap,,掴；掌击；拍；啪的一声放 n. 掴；掌击；拍,vt
spit,,吐唾沫；吐出 n. 唾沫；唾液,v
scout,,侦察；寻找 n. 侦察员；侦察机；侦察舰；童子军,v
anniversary,,周年纪念日,n
register,,登记；注册；指示；自动记下；流露；表示；表达；把挂号 n. 登记；登记表,v
restless,,焦躁不安的；静不下来的；运动不止的,adj
persuasive,,劝诱的；有说服力的,adj
fleet,,舰队；船队,n
communicate,,通讯；交际；交流；连接；相通；传达；传播；传染,v
evidence,,根据；证据；证人,n
saddle,,鞍；鞍状物；车座 vt. 给…装鞍；使承担任务,n
rural,,农村的；乡村的,adj
official,,官员的；官方的；正式的 n. 官员；行政人员；高级人员,adj
historical,,历史的；有关历史的,adj
repetition,,重复；反复,n
fortunately,,幸运地；幸亏,adv
acid,,酸的；酸性的 n. 酸,adj
transmission,,传播；发射；传送；传递；传染,n
shortage,,不足；缺少,n
discrimination,,区别；辨别；识别力；差别对待；歧视,n
female,,雌的；女的 n. 雌性动物；女子,adj
microphone,,扩音器；话筒；麦克风,n
swift,,快的；反应快的；敏捷的,adj
surrender,,n&v. 交出；放弃；投降,
faint,,不清楚的；模糊的 v. 晕倒；昏厥 n. 昏厥,adj
world-wide,,遍及全球的,adj
minister,,部长；大臣；公使；外交使节；牧师,n
pose,,摆姿势；假装；装腔作势 vt. 使摆好姿势；造成；引起；提出；陈述 n. 样子；姿势,vi
remedy,,补救办法；纠正办法；药品；治疗法 vt. 补救；纠正；医治；治疗,n
jail,,监狱；看守所 vt. 监禁；拘留；塞满；卡住；干扰,n
consent,,同意 n. 同意；赞成,vi
insist,,坚持；坚决认为；坚持要求,v
typewriter,,打字机,n
helpless,,无助的；无能的；无法抗拒的,adj
respect,,尊敬；尊重；问候；方面 vt. 尊敬；尊重,n
volume,,卷；册；书卷；容积；体积；音量；响度,n
retreat,,n&vi. 退却；撤退；退避；退缩,
ache,,疼痛；渴望 n. 疼痛,vi
mutual,,相互的；共同的,adj
shell,,壳；贝壳；外壳；框架；炮弹 vt. 剥…的壳；炮击,n
guideline,,指导方针；准则,n
loose,,松的；不精确的；不严密的；散漫的,adj
therefore,,因此；所以,adv
exchange,,n&v. 交换；交流；兑换,
hesitate,,犹豫；踌躇；含糊；不情愿,vi
rifle,,来复枪；步枪,n
private,,私人的；秘密的；私下的；私营的 n. 士兵；列兵,adj
baggage,,行李,n
companion,,同伴；共事者；伴侣,n
breakdown,,垮；衰竭；损坏；故障；倒塌,n
paste,,糊；糨糊 vt. 粘；贴,n
overtake,,追上；超过；突然降临于；意外地碰上,vt
jeans,,工装裤；牛仔裤,n
overnight,,整夜；通宵；一夜间；突然 adj. 一整夜的；一夜间的；突然的,adv
behave,,表现；举止；运转；作出反应,v
stretch,,伸展；延续；伸长；拉长；倾注全力；紧张 n. 一段时间；一段路程；连绵的一片；伸展；延伸,v
undo,,解开；打开；取消；撤销,vt
accomplish,,达到；完成,vt
laser,,激光,n
mixture,,混合；混合物,n
engine,,引擎；发动机；机车,n
responsible,,需负责任的；承担责任的；有责任感的；负责可靠的；责任重大的；重要的,adj
scope,,范围；余地；机会,n
democratic,,民主的；民主政体的,adj
medal,,奖牌；奖章；勋章,n
satellite,,卫星；人造卫星,n
bullet,,枪弹；子弹；弹丸,n
recorder,,录音机；录像机；记录装置；记录仪,n
identify,,一致 vt. 认出；鉴定；把…等同于,vi
embrace,,拥抱；怀抱 vt. 拥抱；包括；包围,n
nitrogen,,氮,n
pour,,灌；倒；倾泻,v
label,,标签；标记；符号 vt. 贴标签于；把…称为,n
improvement,,改进；改善；改进处,n
slippery,,滑的；狡猾的,adj
scissors,,剪刀,n
significance,,意义；含义；重要性；重大,n
modify,,更改；修改；修饰,vt
horizon,,地平线；眼界；见识,n
environment,,环境；外界；围绕,n
airplane,,飞机,n
pledge,,保证；誓言 vt. 保证；许诺,n
progressive,,前进的；渐进的；进行式的,adj
reservoir,,水库；蓄水池；储藏；汇集,n
deliberate,,故意的；蓄意的；慎重的；深思熟虑的 v. 仔细考虑；思考,adj
swear,,宣誓；咒骂,v
atmosphere,,大气；空气；气氛；环境,n
decorate,,装饰；装潢；修饰,vt
copyright,,版权,n
biotechnology,,生物工艺学,n
career,,生涯；职业；经历,n
occupation,,占领；占据；职业；从事的活动；消遣,n
tendency,,趋向；趋势；倾向,n
release,,释放；排放；解除；解脱；放开；松开；发布；发行,vt
charter,,包租的；租用的 n. 宪章；共同纲领；特许状；许可证；包租 vt. 包；租,adj
slim,,苗条的；薄的；少的 v. 减轻体重；变苗条,adj
arithmetic,,算术；四则运算,n
rib,,肋骨,n
faulty,,有错误的；有缺点的,adj
liberate,,解放；释放,vt
rid,,使摆脱；解除…的负担；从…中清除,vt
variation,,变化；变动；变异；变奏,n
moral,,道德的；有道德的 n. 品行；道德规范；寓意,adj
defect,,变节；叛变 n. 缺点；缺陷；欠缺,v
reinforce,,增强；加强；增援,vt
explode,,爆炸；激增；发怒 vt. 使爆炸,vi
casual,,偶然的；非正式的；临时的；不定期的；漠不关心的；冷淡的,adj
decline,,下降；减少；衰退；衰落；谢绝；拒绝 n. 下降；减少；衰退,v
property,,财产；所有物；房产；物业；性质；性能,n
succeeding,,以后的；随后的,adj
brave,,勇敢的；华丽的,adj
similar,,相似的；类似的,adj
viewpoint,,观点；看法；见解,n
anyhow,,无论如何；不管怎么说；随随便便地；杂乱无章地,adv
specify,,指定；详细说明,vt
whistle,,吹口哨；鸣笛声；呼啸而过 n. 口哨；呼啸而过,v
handle,,柄；把手 vt. 拿；触；操作；处理,n
forth,,向前；向外；往外,adv
tough,,困难的；难对付的；坚强的；能吃苦耐劳的；健壮的；坚硬的；严格的；老的；硬的；粗暴的；充满暴力的,adj
crossing,,人行横道；交叉口；横渡,n
script,,剧本；广播稿；书写用的字母；笔迹；手迹,n
submerge,,淹没；潜入水中,v
system,,系统；制度；体制；方法；做法；身体,n
compose,,组成；构成；创作；为…谱曲；使平静；使镇静,vt
spot,,点；斑点；地点；处所；少量 vt. 认出；发现；玷污,n
roller,,滚筒；滚轴,n
partial,,部分的；不公平的；偏爱的；偏袒的,adj
aid,,帮助；救护；助手；辅助手段,n
tone,,腔调；语气；音调；风格；气度；色调；明暗,n
confident,,确信的；肯定的；自信的,adj
retain,,保留；保持,vt
swell,,膨胀；隆起；增长；增强；增多；扩大 n. 波浪起伏；鼓起；隆起；增强,vi
skilled,,有技能的；熟练的；需要技能的,adj
local,,地方性的；本地的；局部的；狭隘的,adj
remind,,提醒；使想起,vt
crude,,简陋的；天然的；粗鲁的；粗俗的,adj
manufacturer,,制造商；制造厂,n
crew,,全体船员；一队工作人员,n
valid,,有效的；正当的；有根据的；有理的,adj
withstand,,抵挡；反抗,vt
defeat,,n&vt. 战胜；挫败,
vacuum,,用吸尘器清扫 n. 真空；真空吸尘器,v
encourage,,鼓励；怂恿；促进；助长；激发,vt
bubble,,冒泡；沸腾 n. 泡,vi
era,,时代；年代；纪元,n
yield,,出产；让出；放弃；屈服；顺从；倒塌；垮掉 n. 产量,v
electronic,,电子的 n. 电子学；电子设备,adj
vacation,,假期；休假,n
outcome,,结果,n
elegant,,优美的；文雅的；讲究的；简练的；简洁的,adj
tender,,嫩的；脆弱的；疼痛的；一触即痛的；温柔的 vt. 提出 n. 投标,adj
curriculum,,课程；全部课程,n
meantime,,其间；同时,n
powerful,,强大的；有力的；有权的；强壮的；强健的,adj
slip,,滑跤；滑落；溜；下降；跌落；悄悄放进 n. 疏漏；差错,v
species,,种；类,n
anchor,,抛锚；停泊；把…系住；使固定；担任主持人；固定；扎根 n. 锚；给人安全感的物,v
preceding,,在前的；在先的；前面的,adj
cite,,引用；引证；传唤；传讯；表彰；嘉奖,vt
logic,,逻辑；推理；逻辑学,n
acquaintance,,认识；了解；熟人,n
royal,,王室的；皇家的,adj
internship,,实习生身份；实习医师期,n
shed,,脱落；脱去；流出；流下；发出；散发 n. 棚；小屋；货棚,vt
eyesight,,视力；目力,n
precision,,精确；精密,n
glove,,手套,n
screen,,屏幕；银幕；屏风；帘；纱窗 vt. 掩蔽；遮蔽；放映；播放；审查；甄别,n
naked,,裸体的；无遮蔽的,adj
trial,,试；试验；审判；讨厌的人,n
correspond,,相符合；相当；通信,vi
spur,,刺激物 vt. 刺激；鞭策；激励,n
perception,,感知；觉察；认识；观念；看法,n
rear,,后部的；背后的 n. 后部；背面；后方 vt. 抚养；饲养；种植,adj
amongst,,在…之中,prep
undertake,,从事；承担；同意；保证,vt
insect,,昆虫；虫,n
bureau,,局；司；处；社；所,n
moist,,湿润的；潮湿的,adj
cable,,缆；索；电缆；电报,n
qualify,,胜任；具有资格；合格；限定,v
intense,,强烈的；紧张的；认真的；热情的,adj
pregnant,,怀孕的；妊娠的,adj
border,,边；边缘；边界 vt. 给…加上边；围；邻接；与…接壤,n
estate,,土地；住宅区；地产；财产；遗产；庄园；种植园,n
applicable,,能应用的；合适的；适当的,adj
admission,,允许进入；承认；入场费；入场券,n
brass,,黄铜；黄铜器；铜管乐器,n
expense,,花费；消费；费用；开支；业务费用,n
rumour,,谣传；谣言,n
contemporary,,当代的；同时代的 n. 同代人；当代人,adj
gear,,齿轮；传动装置；排挡；用具；设备；衣服 vt. 使适应；使适合,n
boundary,,分界线；边界,n
rob,,抢劫；盗窃,vt
elderly,,较老的；年长的 n. 到了晚年的人；老年人,adj
financial,,财政的；金融的,adj
rod,,杆；棒,n
dumb,,哑的；无言的；说不出话的,adj
respective,,各自的；各个的；分别的,adj
media,,新闻媒介；传播媒介,n
favour,,好感；赞同；恩惠 vt. 赞同；喜爱；偏爱；有利于,n
pollute,,弄脏；污染；腐蚀,vt
harden,,变硬；变得坚强,v
eve,,前夜；前夕；前一刻,n
pronoun,,代词,n
define,,给…下定义；限定,vt
dictate,,口授；命令；规定；要求 n. 命令；指挥,v
construction,,建造；建筑物；结构,n
predict,,预言；预告；预测,vt
dump,,倾卸；倾倒；倾销 n. 垃圾场,vt
render,,使得；致使；给予；提供；翻译,vt
universal,,普遍的；通用的；全世界的,adj
chemist,,化学家；药剂师,n
frontier,,边境；边疆；新领域,n
abroad,,到国外；在传播；在流传,adv
radical,,根本的；基本的；激进的；激进派的 n. 激进分子,adv
relieve,,使轻松；使宽慰；缓解；使得到调剂；接替,vt
drawer,,抽屉,n
requirement,,要求；必要条件；需要；需要的东西,n
transport,,运输 n. 运输；运输工具,vt
employment,,工作；雇用；使用,n
specific,,特有的；具体的；明确的 n. 详情；细节,adj
application,,申请；申请书；施用；涂抹；应用；实施；实用性,n
engage,,使从事；聘用；吸引；占用；使订婚,vt
acre,,英亩,n
whisper,,低声地讲 n. 低语；耳语,v
appetite,,食欲；胃口；欲望,n
semester,,学期,n
strategy,,战略；策略,n
dull,,乏味的；单调的；晦暗的；阴沉的；低沉的；笨的；钝的,adj
collapse,,倒坍；塌下 n. 突然失败；突然瓦解,v
clumsy,,笨拙的；愚笨的；粗陋的；不得体的,adj
territory,,领土；版图；领域,n
concession,,让步；妥协；特许；特许权；承认；认可,n
accurate,,准确的；正确无误的,adj
maintain,,维持；维修；保养；主张；赡养,vt
shift,,移动；转移；改变；转变 n. 转换；转变；轮班,v
echo,,重复；模仿；发出回声 n. 回声；反响；共鸣,v
erect,,竖直的；垂直的 vt. 建造；使竖立,adj
bargain,,讨价还价 n. 特价商品；协议；交易,vi
professional,,职业的；专业的；专门的 n. 自由职业者；专业人员,adj
elective,,选举的；有选举权的；可任意选择的 n. 选修课程,adj
accusation,,谴责；【律】 指控,n
protein,,蛋白质,n
annual,,每年的；一年一次的 n. 年报；年鉴；一年生的植物,adj
exclusive,,奢华的；高级的；独有的；独享的；排斥的；排他的；不包括…的；不把…计算在内的 n. 独家新闻,adj
jar,,感到不快；震动；摇动 n. 罐子；坛子；广口瓶,v
poverty,,贫穷；贫困,n
resort,,求助；凭借；诉诸 n. 求助；凭借；诉诸；求助的对象；采用的手段；常去之地；胜地,vi
goodness,,天哪 n. 善良；美德；好意,int
lightning,,闪电；电光,n
jaw,,颌；颚,n
margin,,页边空白；差数；差额；余地；边缘,n
remain,,剩下；余留；保持；仍然是 n. 残余；残骸；遗迹,vi
amaze,,使惊奇；使惊愕,vt
refine,,精炼；精制；提纯；使优美；使完善,vt
mount,,登上；发起；安放；增加；加剧 n. 山；峰,v
demand,,要求；需要；查问,vt
mystery,,神秘；神秘的人,n
atomic,,原子的；原子能的；原子武器的,adj
deposit,,使沉淀；存放；储蓄 n. 定金；押金；存款；矿藏,vt
centimetre,,公分；厘米,n
telescope,,望远镜,n
rotten,,腐烂的；令人不愉快的；糟糕的,adj
skillful,,灵巧的；娴熟的,adj
flash,,闪；闪烁；飞驰 n. 闪光；闪光灯,vi
accuse,,指责；归咎于,vt
housing,,房屋；住宅；住房建筑；住房供给；外壳；外罩,n
devil,,魔鬼；恶魔；家伙；人,n
guarantee,,保证；保证书；担保物 vt. 保证；担保,n
recommend,,推荐；举荐；劝告；建议；使成为可取；使受欢迎,vt
acquire,,取得；获得；学到,vt
fertile,,肥沃的；多产的；丰富的,adj
automobile,,汽车；机动车,n
notion,,概念；观念；意图；想法；念头,n
diversity,,多样性；差异；不同点,n
helicopter,,直升机,n
tractor,,拖拉机；牵引车,n
patience,,忍耐；耐心,n
grace,,优美；优雅；风度；魅力；宽限；缓期 vt. 使优美,n
advertisement,,广告；公告；登广告；广告活动；宣传,n
ripe,,熟的；时机成熟的,adj
attribute,,把…归因于 n. 属性,vt
mechanism,,机械装置；机制；机理；办法；途径,n
detection,,察觉；发觉；侦查；探测,n
triumph,,成功 n. 凯旋；胜利,vi
vice,,罪恶；恶习；缺点；虎钳,n
horror,,恐怖；憎恶；令人恐怖的事物,n
poison,,毒；毒药 vt. 毒害,n
thoughtful,,沉思的；体贴的,adj
gram,,克,n
empower,,授权于；使能够,vt
riot,,聚众闹事 n. 暴乱；骚乱；极度丰富 vt. 把浪费在放荡的生活上,vi
arouse,,引起；唤起；唤醒,vt
nest,,筑巢 n. 巢；窝；穴,v
tour,,n&vi. 旅行；游历,
calm,,静的；平静的 v. 平静；镇静,adj
boring,,令人厌烦的；乏味的；无聊的,adj
classic,,最优秀的；典型的；标准的；传统式样的；典雅的 n. 文学名著；经典作品；杰作；优秀的典范；古典文学；古典语文研究,adj
ownership,,所有；所有制,n
metric,,公制的；米制的,adj
absolute,,十足的；地道的；绝对的；完全的；不受任何限制的,adj
ash,,灰；灰末；骨灰,n
describe,,形容；描写；画出,vt
suck,,吸；吮；啜；吸收,v
grab,,抓取；攫取；赶紧做；抓住；抓；夺 n. 抓；夺,v
rub,,擦；摩擦,vt
presently,,不久；一会儿；现在；目前,adv
wealthy,,富有的；富裕的,adj
rug,,地毯,n
jazz,,爵士音乐；爵士舞曲,n
dusk,,薄暮；黄昏；幽暗,n
administration,,管理；管理部门；行政机关；实行；执行,n
occasional,,偶尔的；间或发生的,adj
boast,,自夸；自豪 vt. 自夸；吹嘘；以拥有…而自豪 n. 自吹自擂；自夸的话,vi
operator,,操作人员；话务员；报务员,n
debate,,n&v. 争论；辩论,
spacecraft,,航天器；宇宙飞船,n
furniture,,家具,n
segment,,部分；片段；瓣,n
stripe,,条纹,n
jet,,乘喷气式飞机 n. 喷气式飞机；喷嘴；喷射,vi
helpful,,给予帮助的；有用的,adj
statistic,,统计数值；统计资料；统计学,n
attractive,,有吸引力的；引起注意的,adj
superb,,极好的；高质量的,adj
mold,,霉；霉菌；模型；铸模；性格 vt. 用模子制作；塑造；使形成；影响…的形成,n
engineering,,工程；工程学,n
significant,,相当数量的；重要的；意义重大的；意味深长的,adj
bold,,勇敢的；鲁莽的；粗体的；黑体的；醒目的,adj
bleed,,出血；流血；泌脂 vt. 勒索…的钱,vi
delicious,,美味的；芬芳的；怡人的；有趣的,adj
catalogue,,目录 v. 为…编目录；把…列入目录中,n
whatever,,[用于否定句中以加强语气]任何；无论什么,adv
decrease,,减少 n. 减少,v
volunteer,,自愿提供；自愿；志愿 n. 志愿者；志愿兵,v
museum,,博物馆,n
ignorance,,无知；愚昧,n
senate,,参议院；上院,n
trumpet,,喇叭；小号 vt. 大声宣告；鼓吹,n
bolt,,螺栓；插销 vt. 闩门,n
string,,连成一串；排成一行前进 n. 线；细绳；一串；一行 vt. 缚；扎；挂；串起；穿；使排成一列；伸展；拉直,vi
